Adding shard node URL: jdbc:postgresql://10.0.0.34:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900054
[OVERALL], Throughput(ops/sec), 549.1314965546512
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 57
[TOTAL_GC_TIME_%_Copy], Time(%), 0.006332953356131966
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 57
[TOTAL_GC_TIME_%], Time(%), 0.006332953356131966
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 256.0
[CLEANUP], MinLatency(us), 256
[CLEANUP], MaxLatency(us), 256
[CLEANUP], 99thPercentileLatency(us), 256
[CLEANUP], 99.9PercentileLatency(us), 256
[UPDATE], Operations, 494248
[UPDATE], AverageLatency(us), 1815.932260727408
[UPDATE], MinLatency(us), 1144
[UPDATE], MaxLatency(us), 207999
[UPDATE], 99thPercentileLatency(us), 4403
[UPDATE], 99.9PercentileLatency(us), 24479
[UPDATE], Return=OK, 494248
