Adding shard node URL: jdbc:postgresql://10.0.0.99:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300513
[OVERALL], Throughput(ops/sec), 28.477969339096813
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 435.0
[CLEANUP], MinLatency(us), 435
[CLEANUP], MaxLatency(us), 435
[CLEANUP], 99thPercentileLatency(us), 435
[CLEANUP], 99.9PercentileLatency(us), 435
[UPDATE], Operations, 8558
[UPDATE], AverageLatency(us), 35043.73545220846
[UPDATE], MinLatency(us), 2626
[UPDATE], MaxLatency(us), 3000319
[UPDATE], 99thPercentileLatency(us), 877567
[UPDATE], 99.9PercentileLatency(us), 944639
[UPDATE], Return=OK, 8558
