Adding shard node URL: jdbc:postgresql://10.0.0.98:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300067
[OVERALL], Throughput(ops/sec), 28.626939983403705
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 297.0
[CLEANUP], MinLatency(us), 297
[CLEANUP], MaxLatency(us), 297
[CLEANUP], 99thPercentileLatency(us), 297
[CLEANUP], 99.9PercentileLatency(us), 297
[UPDATE], Operations, 8590
[UPDATE], AverageLatency(us), 34863.31385331781
[UPDATE], MinLatency(us), 2664
[UPDATE], MaxLatency(us), 55705599
[UPDATE], 99thPercentileLatency(us), 146303
[UPDATE], 99.9PercentileLatency(us), 4792319
[UPDATE], Return=OK, 8590
