Adding shard node URL: jdbc:postgresql://10.0.0.35:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900051
[OVERALL], Throughput(ops/sec), 415.4564574674102
[TOTAL_GCS_Copy], Count, 8
[TOTAL_GC_TIME_Copy], Time(ms), 43
[TOTAL_GC_TIME_%_Copy], Time(%), 0.004777507052378143
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 8
[TOTAL_GC_TIME], Time(ms), 43
[TOTAL_GC_TIME_%], Time(%), 0.004777507052378143
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 291.0
[CLEANUP], MinLatency(us), 291
[CLEANUP], MaxLatency(us), 291
[CLEANUP], 99thPercentileLatency(us), 291
[CLEANUP], 99.9PercentileLatency(us), 291
[UPDATE], Operations, 373932
[UPDATE], AverageLatency(us), 2401.924146636287
[UPDATE], MinLatency(us), 1204
[UPDATE], MaxLatency(us), 313599
[UPDATE], 99thPercentileLatency(us), 5171
[UPDATE], 99.9PercentileLatency(us), 15575
[UPDATE], Return=OK, 373932
