Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900058
[OVERALL], Throughput(ops/sec), 542.1406176046432
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 56
[TOTAL_GC_TIME_%_Copy], Time(%), 0.006221821260407663
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 56
[TOTAL_GC_TIME_%], Time(%), 0.006221821260407663
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 297.0
[CLEANUP], MinLatency(us), 297
[CLEANUP], MaxLatency(us), 297
[CLEANUP], 99thPercentileLatency(us), 297
[CLEANUP], 99.9PercentileLatency(us), 297
[UPDATE], Operations, 487958
[UPDATE], AverageLatency(us), 1839.5264489976596
[UPDATE], MinLatency(us), 1084
[UPDATE], MaxLatency(us), 147583
[UPDATE], 99thPercentileLatency(us), 5215
[UPDATE], 99.9PercentileLatency(us), 35071
[UPDATE], Return=OK, 487958
