Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 871641
[OVERALL], Throughput(ops/sec), 573.630657575768
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 61
[TOTAL_GC_TIME_%_Copy], Time(%), 0.00699829402242437
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 61
[TOTAL_GC_TIME_%], Time(%), 0.00699829402242437
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 477.0
[CLEANUP], MinLatency(us), 477
[CLEANUP], MaxLatency(us), 477
[CLEANUP], 99thPercentileLatency(us), 477
[CLEANUP], 99.9PercentileLatency(us), 477
[UPDATE], Operations, 500000
[UPDATE], AverageLatency(us), 1736.965116
[UPDATE], MinLatency(us), 1105
[UPDATE], MaxLatency(us), 3211263
[UPDATE], 99thPercentileLatency(us), 5279
[UPDATE], 99.9PercentileLatency(us), 23135
[UPDATE], Return=OK, 500000
