Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 858457
[OVERALL], Throughput(ops/sec), 582.4403551954263
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 57
[TOTAL_GC_TIME_%_Copy], Time(%), 0.006639820049227859
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 57
[TOTAL_GC_TIME_%], Time(%), 0.006639820049227859
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 322.0
[CLEANUP], MinLatency(us), 322
[CLEANUP], MaxLatency(us), 322
[CLEANUP], 99thPercentileLatency(us), 322
[CLEANUP], 99.9PercentileLatency(us), 322
[UPDATE], Operations, 500000
[UPDATE], AverageLatency(us), 1712.174558
[UPDATE], MinLatency(us), 926
[UPDATE], MaxLatency(us), 131007
[UPDATE], 99thPercentileLatency(us), 5123
[UPDATE], 99.9PercentileLatency(us), 24463
[UPDATE], Return=OK, 500000
