Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900459
[OVERALL], Throughput(ops/sec), 33.303015462114324
[TOTAL_GCS_Copy], Count, 1
[TOTAL_GC_TIME_Copy], Time(ms), 7
[TOTAL_GC_TIME_%_Copy], Time(%), 7.773813133079906E-4
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 7
[TOTAL_GC_TIME_%], Time(%), 7.773813133079906E-4
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 288.0
[CLEANUP], MinLatency(us), 288
[CLEANUP], MaxLatency(us), 288
[CLEANUP], 99thPercentileLatency(us), 288
[CLEANUP], 99.9PercentileLatency(us), 288
[UPDATE], Operations, 29988
[UPDATE], AverageLatency(us), 29962.202614379086
[UPDATE], MinLatency(us), 934
[UPDATE], MaxLatency(us), 6004735
[UPDATE], 99thPercentileLatency(us), 922623
[UPDATE], 99.9PercentileLatency(us), 999423
[UPDATE], Return=OK, 29988
