Adding shard node URL: jdbc:postgresql://10.0.0.33:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900246
[OVERALL], Throughput(ops/sec), 13.146406648849315
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 392.0
[CLEANUP], MinLatency(us), 392
[CLEANUP], MaxLatency(us), 392
[CLEANUP], 99thPercentileLatency(us), 392
[CLEANUP], 99.9PercentileLatency(us), 392
[UPDATE], Operations, 11835
[UPDATE], AverageLatency(us), 75991.35386565272
[UPDATE], MinLatency(us), 918
[UPDATE], MaxLatency(us), 757247
[UPDATE], 99thPercentileLatency(us), 153983
[UPDATE], 99.9PercentileLatency(us), 356095
[UPDATE], Return=OK, 11835
