Adding shard node URL: jdbc:postgresql://10.0.0.30:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900547
[OVERALL], Throughput(ops/sec), 0.9849569206271299
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 291.0
[CLEANUP], MinLatency(us), 291
[CLEANUP], MaxLatency(us), 291
[CLEANUP], 99thPercentileLatency(us), 291
[CLEANUP], 99.9PercentileLatency(us), 291
[UPDATE], Operations, 887
[UPDATE], AverageLatency(us), 1012566.5839909809
[UPDATE], MinLatency(us), 801792
[UPDATE], MaxLatency(us), 6303743
[UPDATE], 99thPercentileLatency(us), 1521663
[UPDATE], 99.9PercentileLatency(us), 1607679
[UPDATE], Return=OK, 887
