Adding shard node URL: jdbc:postgresql://10.0.0.30:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900077
[OVERALL], Throughput(ops/sec), 11.934534489826982
[TOTAL_GCS_Copy], Count, 1
[TOTAL_GC_TIME_Copy], Time(ms), 9
[TOTAL_GC_TIME_%_Copy], Time(%), 9.999144517635712E-4
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 9
[TOTAL_GC_TIME_%], Time(%), 9.999144517635712E-4
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 364.0
[CLEANUP], MinLatency(us), 364
[CLEANUP], MaxLatency(us), 364
[CLEANUP], 99thPercentileLatency(us), 364
[CLEANUP], 99.9PercentileLatency(us), 364
[UPDATE], Operations, 10742
[UPDATE], AverageLatency(us), 83612.46751070564
[UPDATE], MinLatency(us), 1272
[UPDATE], MaxLatency(us), 2992127
[UPDATE], 99thPercentileLatency(us), 348415
[UPDATE], 99.9PercentileLatency(us), 1669119
[UPDATE], Return=OK, 10742
