Adding shard node URL: jdbc:postgresql://10.0.0.32:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900152
[OVERALL], Throughput(ops/sec), 0.9498395826482638
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 392.0
[CLEANUP], MinLatency(us), 392
[CLEANUP], MaxLatency(us), 392
[CLEANUP], 99thPercentileLatency(us), 392
[CLEANUP], 99.9PercentileLatency(us), 392
[UPDATE], Operations, 855
[UPDATE], AverageLatency(us), 1050008.701754386
[UPDATE], MinLatency(us), 802304
[UPDATE], MaxLatency(us), 1565695
[UPDATE], 99thPercentileLatency(us), 1438719
[UPDATE], 99.9PercentileLatency(us), 1561599
[UPDATE], Return=OK, 855
