Adding shard node URL: jdbc:postgresql://10.0.0.36:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900055
[OVERALL], Throughput(ops/sec), 378.70685680319536
[TOTAL_GCS_Copy], Count, 8
[TOTAL_GC_TIME_Copy], Time(ms), 51
[TOTAL_GC_TIME_%_Copy], Time(%), 0.005666320391531629
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 8
[TOTAL_GC_TIME], Time(ms), 51
[TOTAL_GC_TIME_%], Time(%), 0.005666320391531629
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 351.0
[CLEANUP], MinLatency(us), 351
[CLEANUP], MaxLatency(us), 351
[CLEANUP], 99thPercentileLatency(us), 351
[CLEANUP], 99.9PercentileLatency(us), 351
[UPDATE], Operations, 340857
[UPDATE], AverageLatency(us), 2634.357396210141
[UPDATE], MinLatency(us), 1093
[UPDATE], MaxLatency(us), 325887
[UPDATE], 99thPercentileLatency(us), 5423
[UPDATE], 99.9PercentileLatency(us), 17679
[UPDATE], Return=OK, 340857
