Adding shard node URL: jdbc:postgresql://10.0.0.32:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900486
[OVERALL], Throughput(ops/sec), 29.12871493837772
[TOTAL_GCS_Copy], Count, 1
[TOTAL_GC_TIME_Copy], Time(ms), 8
[TOTAL_GC_TIME_%_Copy], Time(%), 8.884091479489965E-4
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 8
[TOTAL_GC_TIME_%], Time(%), 8.884091479489965E-4
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 396.0
[CLEANUP], MinLatency(us), 396
[CLEANUP], MaxLatency(us), 396
[CLEANUP], 99thPercentileLatency(us), 396
[CLEANUP], 99.9PercentileLatency(us), 396
[UPDATE], Operations, 26230
[UPDATE], AverageLatency(us), 34257.86969119329
[UPDATE], MinLatency(us), 986
[UPDATE], MaxLatency(us), 4018175
[UPDATE], 99thPercentileLatency(us), 929791
[UPDATE], 99.9PercentileLatency(us), 967167
[UPDATE], Return=OK, 26230
