Adding shard node URL: jdbc:postgresql://10.0.0.32:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900052
[OVERALL], Throughput(ops/sec), 476.2224849230933
[TOTAL_GCS_Copy], Count, 9
[TOTAL_GC_TIME_Copy], Time(ms), 52
[TOTAL_GC_TIME_%_Copy], Time(%), 0.005777443969903961
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 9
[TOTAL_GC_TIME], Time(ms), 52
[TOTAL_GC_TIME_%], Time(%), 0.005777443969903961
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 284.0
[CLEANUP], MinLatency(us), 284
[CLEANUP], MaxLatency(us), 284
[CLEANUP], 99thPercentileLatency(us), 284
[CLEANUP], 99.9PercentileLatency(us), 284
[UPDATE], Operations, 428625
[UPDATE], AverageLatency(us), 2094.44628754739
[UPDATE], MinLatency(us), 867
[UPDATE], MaxLatency(us), 227967
[UPDATE], 99thPercentileLatency(us), 5283
[UPDATE], 99.9PercentileLatency(us), 16119
[UPDATE], Return=OK, 428625
