Adding shard node URL: jdbc:postgresql://10.0.0.93:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300067
[OVERALL], Throughput(ops/sec), 10.031093055884186
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 440.0
[CLEANUP], MinLatency(us), 440
[CLEANUP], MaxLatency(us), 440
[CLEANUP], 99thPercentileLatency(us), 440
[CLEANUP], 99.9PercentileLatency(us), 440
[UPDATE], Operations, 3010
[UPDATE], AverageLatency(us), 99523.78671096345
[UPDATE], MinLatency(us), 7444
[UPDATE], MaxLatency(us), 1759231
[UPDATE], 99thPercentileLatency(us), 255999
[UPDATE], 99.9PercentileLatency(us), 963071
[UPDATE], Return=OK, 3010
