Adding shard node URL: jdbc:postgresql://10.0.0.93:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 301202
[OVERALL], Throughput(ops/sec), 0.8432878931746801
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 372.0
[CLEANUP], MinLatency(us), 372
[CLEANUP], MaxLatency(us), 372
[CLEANUP], 99thPercentileLatency(us), 372
[CLEANUP], 99.9PercentileLatency(us), 372
[UPDATE], Operations, 254
[UPDATE], AverageLatency(us), 1176855.1811023622
[UPDATE], MinLatency(us), 803840
[UPDATE], MaxLatency(us), 1892351
[UPDATE], 99thPercentileLatency(us), 1549311
[UPDATE], 99.9PercentileLatency(us), 1892351
[UPDATE], Return=OK, 254
