Adding shard node URL: jdbc:postgresql://10.0.0.93:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300485
[OVERALL], Throughput(ops/sec), 25.455513586368703
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 371.0
[CLEANUP], MinLatency(us), 371
[CLEANUP], MaxLatency(us), 371
[CLEANUP], 99thPercentileLatency(us), 371
[CLEANUP], 99.9PercentileLatency(us), 371
[UPDATE], Operations, 7649
[UPDATE], AverageLatency(us), 39205.71055039875
[UPDATE], MinLatency(us), 3428
[UPDATE], MaxLatency(us), 2003967
[UPDATE], 99thPercentileLatency(us), 886783
[UPDATE], 99.9PercentileLatency(us), 961023
[UPDATE], Return=OK, 7649
