Adding shard node URL: jdbc:postgresql://10.0.0.31:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300056
[OVERALL], Throughput(ops/sec), 240.15183832351295
[TOTAL_GCS_Copy], Count, 2
[TOTAL_GC_TIME_Copy], Time(ms), 14
[TOTAL_GC_TIME_%_Copy], Time(%), 0.004665795718132615
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 14
[TOTAL_GC_TIME_%], Time(%), 0.004665795718132615
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 336.0
[CLEANUP], MinLatency(us), 336
[CLEANUP], MaxLatency(us), 336
[CLEANUP], 99thPercentileLatency(us), 336
[CLEANUP], 99.9PercentileLatency(us), 336
[UPDATE], Operations, 72059
[UPDATE], AverageLatency(us), 4151.223663942047
[UPDATE], MinLatency(us), 2578
[UPDATE], MaxLatency(us), 171135
[UPDATE], 99thPercentileLatency(us), 8895
[UPDATE], 99.9PercentileLatency(us), 17775
[UPDATE], Return=OK, 72059
