Adding shard node URL: jdbc:postgresql://10.0.0.27:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300070
[OVERALL], Throughput(ops/sec), 30.99276835405072
[TOTAL_GCS_Copy], Count, 0
[TOTAL_GC_TIME_Copy], Time(ms), 0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 0
[TOTAL_GC_TIME], Time(ms), 0
[TOTAL_GC_TIME_%], Time(%), 0.0
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 316.0
[CLEANUP], MinLatency(us), 316
[CLEANUP], MaxLatency(us), 316
[CLEANUP], 99thPercentileLatency(us), 316
[CLEANUP], 99.9PercentileLatency(us), 316
[UPDATE], Operations, 9300
[UPDATE], AverageLatency(us), 32199.0423655914
[UPDATE], MinLatency(us), 2826
[UPDATE], MaxLatency(us), 120717311
[UPDATE], 99thPercentileLatency(us), 8791
[UPDATE], 99.9PercentileLatency(us), 25615
[UPDATE], Return=OK, 9300
