Adding shard node URL: jdbc:postgresql://10.0.0.41:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300047
[OVERALL], Throughput(ops/sec), 251.45393888290835
[TOTAL_GCS_Copy], Count, 2
[TOTAL_GC_TIME_Copy], Time(ms), 13
[TOTAL_GC_TIME_%_Copy], Time(%), 0.004332654550787044
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 13
[TOTAL_GC_TIME_%], Time(%), 0.004332654550787044
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 406.0
[CLEANUP], MinLatency(us), 406
[CLEANUP], MaxLatency(us), 406
[CLEANUP], 99thPercentileLatency(us), 406
[CLEANUP], 99.9PercentileLatency(us), 406
[UPDATE], Operations, 75448
[UPDATE], AverageLatency(us), 3961.4046230516383
[UPDATE], MinLatency(us), 2816
[UPDATE], MaxLatency(us), 215679
[UPDATE], 99thPercentileLatency(us), 9359
[UPDATE], 99.9PercentileLatency(us), 56991
[UPDATE], Return=OK, 75448
