Adding shard node URL: jdbc:postgresql://10.0.0.31:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300058
[OVERALL], Throughput(ops/sec), 236.85420818641728
[TOTAL_GCS_Copy], Count, 1
[TOTAL_GC_TIME_Copy], Time(ms), 8
[TOTAL_GC_TIME_%_Copy], Time(%), 0.002666151210765919
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 8
[TOTAL_GC_TIME_%], Time(%), 0.002666151210765919
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 340.0
[CLEANUP], MinLatency(us), 340
[CLEANUP], MaxLatency(us), 340
[CLEANUP], 99thPercentileLatency(us), 340
[CLEANUP], 99.9PercentileLatency(us), 340
[UPDATE], Operations, 71070
[UPDATE], AverageLatency(us), 4206.047235120304
[UPDATE], MinLatency(us), 2840
[UPDATE], MaxLatency(us), 52415
[UPDATE], 99thPercentileLatency(us), 9983
[UPDATE], 99.9PercentileLatency(us), 17087
[UPDATE], Return=OK, 71070
