Adding shard node URL: jdbc:postgresql://10.0.0.31:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300055
[OVERALL], Throughput(ops/sec), 260.6322174268051
[TOTAL_GCS_Copy], Count, 2
[TOTAL_GC_TIME_Copy], Time(ms), 11
[TOTAL_GC_TIME_%_Copy], Time(%), 0.003665994567662595
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 11
[TOTAL_GC_TIME_%], Time(%), 0.003665994567662595
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 264.0
[CLEANUP], MinLatency(us), 264
[CLEANUP], MaxLatency(us), 264
[CLEANUP], 99thPercentileLatency(us), 264
[CLEANUP], 99.9PercentileLatency(us), 264
[UPDATE], Operations, 78204
[UPDATE], AverageLatency(us), 3826.197573014168
[UPDATE], MinLatency(us), 2542
[UPDATE], MaxLatency(us), 117951
[UPDATE], 99thPercentileLatency(us), 12087
[UPDATE], 99.9PercentileLatency(us), 29599
[UPDATE], Return=OK, 78204
