Adding shard node URL: jdbc:postgresql://10.0.0.31:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300050
[OVERALL], Throughput(ops/sec), 227.85869021829694
[TOTAL_GCS_Copy], Count, 1
[TOTAL_GC_TIME_Copy], Time(ms), 9
[TOTAL_GC_TIME_%_Copy], Time(%), 0.002999500083319447
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 1
[TOTAL_GC_TIME], Time(ms), 9
[TOTAL_GC_TIME_%], Time(%), 0.002999500083319447
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 301.0
[CLEANUP], MinLatency(us), 301
[CLEANUP], MaxLatency(us), 301
[CLEANUP], 99thPercentileLatency(us), 301
[CLEANUP], 99.9PercentileLatency(us), 301
[UPDATE], Operations, 68369
[UPDATE], AverageLatency(us), 4372.195731983794
[UPDATE], MinLatency(us), 2438
[UPDATE], MaxLatency(us), 6742015
[UPDATE], 99thPercentileLatency(us), 7667
[UPDATE], 99.9PercentileLatency(us), 27727
[UPDATE], Return=OK, 68369
