Adding shard node URL: jdbc:postgresql://10.0.0.32:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 300066
[OVERALL], Throughput(ops/sec), 697.003325934961
[TOTAL_GCS_Copy], Count, 5
[TOTAL_GC_TIME_Copy], Time(ms), 28
[TOTAL_GC_TIME_%_Copy], Time(%), 0.009331280451633974
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 5
[TOTAL_GC_TIME], Time(ms), 28
[TOTAL_GC_TIME_%], Time(%), 0.009331280451633974
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 249.0
[CLEANUP], MinLatency(us), 249
[CLEANUP], MaxLatency(us), 249
[CLEANUP], 99thPercentileLatency(us), 249
[CLEANUP], 99.9PercentileLatency(us), 249
[UPDATE], Operations, 209147
[UPDATE], AverageLatency(us), 1427.722071079193
[UPDATE], MinLatency(us), 866
[UPDATE], MaxLatency(us), 181247
[UPDATE], 99thPercentileLatency(us), 4251
[UPDATE], 99.9PercentileLatency(us), 13679
[UPDATE], Return=OK, 209147
