Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 843691
[OVERALL], Throughput(ops/sec), 592.6340330760906
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 57
[TOTAL_GC_TIME_%_Copy], Time(%), 0.006756027977067433
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 57
[TOTAL_GC_TIME_%], Time(%), 0.006756027977067433
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 338.0
[CLEANUP], MinLatency(us), 338
[CLEANUP], MaxLatency(us), 338
[CLEANUP], 99thPercentileLatency(us), 338
[CLEANUP], 99.9PercentileLatency(us), 338
[UPDATE], Operations, 500000
[UPDATE], AverageLatency(us), 1682.119026
[UPDATE], MinLatency(us), 889
[UPDATE], MaxLatency(us), 2942975
[UPDATE], 99thPercentileLatency(us), 5315
[UPDATE], 99.9PercentileLatency(us), 25167
[UPDATE], Return=OK, 500000
