Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 795427
[OVERALL], Throughput(ops/sec), 628.5931958558108
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 56
[TOTAL_GC_TIME_%_Copy], Time(%), 0.007040243793585081
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 56
[TOTAL_GC_TIME_%], Time(%), 0.007040243793585081
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 360.0
[CLEANUP], MinLatency(us), 360
[CLEANUP], MaxLatency(us), 360
[CLEANUP], 99thPercentileLatency(us), 360
[CLEANUP], 99.9PercentileLatency(us), 360
[UPDATE], Operations, 500000
[UPDATE], AverageLatency(us), 1586.464108
[UPDATE], MinLatency(us), 1075
[UPDATE], MaxLatency(us), 108415
[UPDATE], 99thPercentileLatency(us), 3641
[UPDATE], 99.9PercentileLatency(us), 12095
[UPDATE], Return=OK, 500000
