Adding shard node URL: jdbc:postgresql://10.0.0.28:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 823322
[OVERALL], Throughput(ops/sec), 607.2958089301634
[TOTAL_GCS_Copy], Count, 11
[TOTAL_GC_TIME_Copy], Time(ms), 57
[TOTAL_GC_TIME_%_Copy], Time(%), 0.0069231722218038635
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 11
[TOTAL_GC_TIME], Time(ms), 57
[TOTAL_GC_TIME_%], Time(%), 0.0069231722218038635
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 331.0
[CLEANUP], MinLatency(us), 331
[CLEANUP], MaxLatency(us), 331
[CLEANUP], 99thPercentileLatency(us), 331
[CLEANUP], 99.9PercentileLatency(us), 331
[UPDATE], Operations, 500000
[UPDATE], AverageLatency(us), 1641.570296
[UPDATE], MinLatency(us), 923
[UPDATE], MaxLatency(us), 131455
[UPDATE], 99thPercentileLatency(us), 3577
[UPDATE], 99.9PercentileLatency(us), 15079
[UPDATE], Return=OK, 500000
