Adding shard node URL: jdbc:postgresql://10.0.0.34:26257/ycsb?sslmode=disable
Using shards: 1, batchSize:-1, fetchSize: -1
[OVERALL], RunTime(ms), 900062
[OVERALL], Throughput(ops/sec), 449.5401427901634
[TOTAL_GCS_Copy], Count, 9
[TOTAL_GC_TIME_Copy], Time(ms), 46
[TOTAL_GC_TIME_%_Copy], Time(%), 0.005110759036599701
[TOTAL_GCS_MarkSweepCompact], Count, 0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0
[TOTAL_GCs], Count, 9
[TOTAL_GC_TIME], Time(ms), 46
[TOTAL_GC_TIME_%], Time(%), 0.005110759036599701
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 325.0
[CLEANUP], MinLatency(us), 325
[CLEANUP], MaxLatency(us), 325
[CLEANUP], 99thPercentileLatency(us), 325
[CLEANUP], 99.9PercentileLatency(us), 325
[UPDATE], Operations, 404614
[UPDATE], AverageLatency(us), 2219.148754121212
[UPDATE], MinLatency(us), 1029
[UPDATE], MaxLatency(us), 325375
[UPDATE], 99thPercentileLatency(us), 4871
[UPDATE], 99.9PercentileLatency(us), 14263
[UPDATE], Return=OK, 404614
